BarcodeID,Date,YearMonth,Jul,LunarPhase,MinStartPostSunset,DailyTemp,MonthlyTemp,Latitude,Longitude,Site,Bank,GeoReach,TribDist,RivWidth,RivWidthGeoreach,ClosestRapid,RapidDist,TallVegByMSU,BatCollector,BatDuration,BugCollector,BugDuration,ANPA,COTO,EPFU,EUMA,EUPE,LABL,LABO,LACI,LAIN,LANO,LAXA,MYCA,MYCI,MYEV,MYGR,MYLU,MYTH,MYVO,MYSP,MYYU,NOID,NYFE,NYMA,PAHE,PESU,TABR,TotalCalls,AquaDipCR,AquaTriCR,AquaOtherCR,AquaticPreyRate,TerrMothCR,TerrOtherCR,TerrestrialPreyRate,TotalPreyRate
L10942,9/6/2018,2018-9,249,Waning,-5,27.5,27.97685185,36.8649,-111.5879,0,RB,Permian,0.9,117,109.1777778,Paria Riffle,0.93,1.26,MP,1.25,WilliamsK,1.03,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,42,64,0,0,35,0,0,203,164.29,47.96,0,212.24,22.45,1456.12,1478.57,1690.82
L10557,9/7/2018,2018-9,250,New,40,27.77777778,27.97685185,36.6304,-111.7634,21,RB,Supai,19.8,75,66.50574713,North Canyon Rapid,0.02,0.18,MP,0.52,PerkinsM,1,0,0,0,0,1,2,0,6,0,0,0,3,0,0,0,0,0,0,0,28,44,0,0,26,0,1,111,24.51,146.08,0,170.59,12.75,53.92,66.67,237.25
L10945,9/8/2018,2018-9,251,New,27,29.44444444,27.97685185,36.5263,-111.8402,30,RB,Redwall,22.61,61,74.31730769,29-Mile Rapid,0.51,0.1,KW,0.92,WilliamsK,1,0,0,0,0,1,8,0,0,0,0,0,1,0,0,0,0,0,0,0,71,61,0,0,29,0,0,171,10,4,0,14,1,5,6,20
L10812,9/11/2018,2018-9,254,New,-3,29.44444444,27.97685185,36.8649,-111.5879,0,RB,Permian,0.9,117,109.1777778,Paria Riffle,0.93,1.26,OR,1.02,RoussisO,1.07,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,2,0,0,16,113,0,0,23,0,0,161,80.58,183.5,0,264.08,12.62,42.72,55.34,319.42
L11226,9/11/2018,2018-9,254,New,46,29.44444444,27.97685185,36.3682,-112.4659,134,RB,Middle Granite Gorge,0.2,63,67.1037037,Tapeats Rapid,0.23,0.68,EB,1.22,ByerleyE,1,0,0,0,0,16,0,0,19,0,7,0,2,0,0,0,0,0,0,0,40,119,0,0,15,0,2,220,249,59,0,308,410,148,558,866
L10813,9/12/2018,2018-9,255,New,-2,29.44444444,27.97685185,36.7264,-111.6997,12,LB,Supai,11.51,54,66.50574713,Browns Riffle,0.37,0.1,OR,1.15,RoussisO,1,0,0,2,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,53,75,0,0,4,0,0,146,86.41,89.32,0,175.73,63.11,37.86,100.97,276.7
L10948,9/12/2018,2018-9,255,New,3,29.44444444,27.97685185,36.0503,-111.9039,76,LB,Furnace Flats,8.64,64,87.03937008,Nevills Rapid,0.27,0.41,KW,0.97,WilliamsK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,11,91.96,183.93,6.25,282.14,41.07,167.86,208.93,491.07
L11223,9/12/2018,2018-9,255,New,3,29.44444444,27.97685185,36.3911,-112.5206,138,LB,Middle Granite Gorge,0.7,56,67.1037037,137.5-Mile Rapid,0.74,0.8,MP,1.37,BestardM,1.08,0,0,0,0,0,1,0,6,0,1,0,1,0,0,0,0,0,0,0,7,19,0,0,56,0,1,92,489,11,0,500,142,261,403,903
L11227,9/12/2018,2018-9,255,New,58,29.44444444,27.97685185,36.3911,-112.5206,138,RB,Middle Granite Gorge,0.7,56,67.1037037,137.5-Mile Rapid,0.74,0.8,MP,1.37,PerkinsM,1,0,0,0,0,0,1,0,6,0,1,0,1,0,0,0,0,0,0,0,7,19,0,0,56,0,1,92,63.16,13.53,0,76.69,84.21,16.54,100.75,177.44
L10814,9/13/2018,2018-9,256,New,-2,28.61111111,27.97685185,36.5182,-111.8462,31,RB,Redwall,21.92,84,74.31730769,29-Mile Rapid,1.2,0.31,OR,0.83,RoussisO,1.03,0,0,0,0,0,7,0,1,0,0,0,3,0,0,0,0,0,0,0,20,61,0,0,4,0,0,96,281,443,0,724,125,52,177,901
l11032,9/13/2018,2018-9,256,New,64,28.61111111,27.97685185,35.7657,-113.3748,226,LB,Grand Canyon West,0.1,82,82.24489796,Diamond Creek Rapid,0.05,0.55,FT,1.38,PrivateBoater,1,0,0,0,0,13,1,0,5,0,17,0,3,0,0,0,0,0,0,0,17,88,0,0,38,0,17,199,2273,1,1,2275,82,98,180,2455
L11233,9/13/2018,2018-9,256,New,20,28.61111111,27.97685185,36.2361,-112.9607,172,RB,Lower Canyon,14.3,133,72.3196347,Gateway Rapid,0.23,0.56,MP,1.23,ByerleyE,1.15,0,0,0,0,0,12,0,3,0,2,0,1,0,0,0,0,0,0,0,14,49,0,0,32,0,4,117,298.06,17.48,0,315.53,125.24,12.62,137.86,453.4
L10815,9/14/2018,2018-9,257,Waxing,-3,27.77777778,27.97685185,36.3866,-111.8503,45,LB,Lower Marble,7.98,129,92.56410256,President Harding,0.54,0.48,OR,1.03,RoussisO,1.03,0,0,0,0,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,61,0,0,81,0,0,150,46,106,1,153,37,12,49,202
L10950,9/14/2018,2018-9,257,Waxing,6,27.77777778,27.97685185,36.2428,-112.3579,110,RB,Upper Granite Gorge,0.76,52,58.93838863,110-Mile Rapid,0.4,0.23,KW,1.05,WilliamsK,1.12,1,0,0,0,0,41,0,0,0,0,0,6,0,0,0,0,0,0,0,36,116,0,0,27,0,2,229,30.77,210.26,0,241.03,154.7,17.09,171.79,412.82
l11007,9/14/2018,2018-9,257,Waxing,38,27.77777778,27.97685185,35.7733,-113.5222,235,LB,Grand Canyon West,9.3,82,82.24489796,Bridge Canyon Rapid,0.06,0.14,FT,1.23,PrivateBoater,1,0,0,2,0,1,0,0,11,0,22,0,1,0,0,0,0,0,0,0,2,42,0,0,0,0,4,85,191,0,0,191,198,186,384,575
L11228,9/14/2018,2018-9,257,Waxing,38,27.77777778,27.97685185,36.0893,-113.2543,195,LB,Lower Canyon,10.1,101,72.3196347,Whitmore Rapid,6.35,2.01,EB,1.5,PerkinsM,1.33,0,0,0,0,1,2,0,1,0,0,0,21,4,0,0,0,0,0,0,18,66,0,0,58,0,0,171,185,0,1,186,173,46,219,405
L10816,9/15/2018,2018-9,258,Waxing,8,29.16666667,27.97685185,36.3114,-111.864,52,RB,Lower Marble,0.42,145,92.56410256,Nankoweap Rapid,0.43,3.55,OR,1.07,RoussisO,1,0,0,0,0,0,5,0,1,0,0,0,5,0,0,0,0,0,0,0,44,88,0,0,22,0,0,165,63,25,0,88,74,43,117,205
L10951,9/15/2018,2018-9,258,Waxing,27,29.16666667,27.97685185,36.245,-112.5164,123,LB,Aisles,6.03,69,82.5,Forster Rapid,0.09,0.54,KW,1.07,WilliamsK,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,0,0,9,0,0,38,87.85,33.64,0,121.5,19.63,43.93,63.55,185.05
L11229,9/15/2018,2018-9,258,Waxing,42,29.16666667,27.97685185,35.8498,-113.6073,243,RB,Grand Canyon West,3.7,82,82.24489796,Gneiss Canyon Rapid,6.64,0.06,EB,1.13,PerkinsM,1,0,2,0,0,15,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9,17,0,0,3,0,2,50,151.3,21.74,0,173.04,65.22,42.61,107.83,280.87
L10727,9/16/2018,2018-9,259,Waxing,7,29.16666667,27.97685185,36.482,-111.847,34,LB,Redwall,18.4,78,74.31730769,36-Mile Rapid,2.21,0.28,EJ,1.48,JosephE,1.03,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,57,74,0,0,33,0,0,172,15.24,52.38,0,67.62,2.86,2.86,5.71,73.33
L10817,9/16/2018,2018-9,259,Waxing,5,29.16666667,27.97685185,36.0875,-111.864,72,LB,Furnace Flats,9.78,71,87.03937008,Unkar Rapid,1.28,2.01,OR,1.02,RoussisO,1,0,0,0,0,0,2,0,0,0,1,0,4,0,0,0,0,0,0,0,0,51,0,0,23,0,0,81,22.22,30.56,0,52.78,31.48,15.74,47.22,100
L10952,9/16/2018,2018-9,259,Waxing,-1,29.16666667,27.97685185,36.3475,-112.4552,132,RB,Middle Granite Gorge,0.1,71,67.1037037,Deubendorff Rapid,0.24,0.44,KW,1,WilliamsK,1.07,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,43,0,0,48,0,1,107,15.53,43.69,0,59.22,128.16,5.83,133.98,193.2
L11203,9/16/2018,2018-9,259,Waxing,21,29.16666667,27.97685185,36.482,-111.847,34,LB,Redwall,18.4,78,74.31730769,36-Mile Rapid,2.21,0.28,EJ,1.48,FordM,1,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,57,74,0,0,33,0,0,172,8,3,0,11,88,19,107,118
L09247,9/17/2018,2018-9,260,Waxing,3,29.16666667,27.97685185,36.2964,-111.8588,53,RB,Lower Marble,0.9,150,92.56410256,Nankoweap Rapid,0.89,1.85,EJ,1.12,JosephE,1.03,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,18,120,0,0,14,0,0,159,15.31,24.49,0,39.8,1.02,0,1.02,40.82
L10818,9/17/2018,2018-9,260,Waxing,6,29.16666667,27.97685185,36.101,-112.0843,88,LB,Upper Granite Gorge,0.56,105,58.93838863,Bright Angel Rapid,0.42,1.06,OR,1.02,RoussisO,1,0,0,0,0,0,6,0,0,0,2,0,8,0,0,0,0,0,0,0,29,74,0,0,57,0,11,187,44.8,6.4,0,51.2,25.6,42.4,68,119.2
L10953,9/17/2018,2018-9,260,Waxing,0,29.16666667,27.97685185,36.3911,-112.5206,138,LB,Middle Granite Gorge,0.7,56,67.1037037,137.5-Mile Rapid,0.74,0.8,KW,0.77,WilliamsK,1.03,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,24,54,0,0,52,0,0,172,107.69,32.48,0,140.17,117.95,47.86,165.81,305.98
L10819,9/18/2018,2018-9,261,Waxing,0,31.11111111,27.97685185,36.0979,-112.1814,94,LB,Upper Granite Gorge,1.68,73,58.93838863,Granite Rapid,0.06,0.54,OR,1.03,RoussisO,1.08,0,0,0,0,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,10,103,0,0,3,0,0,124,30,8,0,38,28,32,60,98
L10954,9/18/2018,2018-9,261,Waxing,16,31.11111111,27.97685185,36.3029,-112.7811,158,RB,Muav Gorge,1.07,49,51.76041667,Havasu Rapid,1.11,0.15,KW,1,WilliamsK,1.17,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,7,0,0,25,28,842,0,870,0,7,7,877
L10820,9/19/2018,2018-9,262,Waxing,8,28.05555556,27.97685185,36.2375,-112.3449,109,RB,Upper Granite Gorge,0.19,51,58.93838863,Shinumo Rapid,0.23,0.19,OR,1.27,RoussisO,1.25,0,0,0,0,21,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,78,0,0,42,0,1,146,37.25,22.55,0,59.8,64.71,18.63,83.33,143.14
L10821,9/20/2018,2018-9,263,Waxing,-2,26.66666667,27.97685185,36.2828,-112.5042,127,RB,Middle Granite Gorge,5.42,57,67.1037037,Randys Rock Rapid,0.05,0.25,OR,1,RoussisO,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,6,83,0,0,33,0,0,135,58.82,15.69,3.92,78.43,40.2,37.25,77.45,155.88
L10884,9/20/2018,2018-9,263,Waxing,37,26.66666667,27.97685185,36.0893,-113.2543,195,LB,Lower Canyon,10.1,101,72.3196347,Whitmore Rapid,6.35,2.01,KW,1.15,WilliamsK,1.03,0,0,0,0,0,2,0,0,0,0,0,6,1,0,0,0,2,0,0,49,56,0,0,21,0,0,137,38.89,48.15,0,87.04,26.85,101.85,128.7,215.74
L10822,9/21/2018,2018-9,264,Waxing,-2,26.11111111,27.97685185,36.3484,-112.4552,133,RB,Middle Granite Gorge,0.16,71,67.1037037,Deubendorff Rapid,0.3,0.27,OR,1,RoussisO,1.02,0,0,0,0,5,9,0,6,0,0,0,2,0,0,0,0,0,0,0,0,56,0,0,42,0,0,120,39,2,0,41,39,80,119,160
L10823,9/22/2018,2018-9,265,Full,-2,26.66666667,27.97685185,36.3743,-112.65,146,LB,Muav Gorge,1.76,61,51.76041667,144.5-Mile Rapid,0.43,0.26,OR,1.05,RoussisO,1.02,0,0,0,3,18,1,0,10,0,0,0,1,0,0,0,0,0,0,0,0,26,0,0,44,0,4,107,28.43,8.82,0,37.25,11.76,20.59,32.35,69.61
l11006,9/22/2018,2018-9,265,Full,35,26.66666667,27.97685185,35.8556,-113.6637,249,RB,Grand Canyon West,2.5,82,82.24489796,Gneiss Canyon Rapid,12.84,0.07,FT,1,PrivateBoater,1.1,0,0,3,0,2,2,0,1,0,3,0,1,0,0,0,0,0,0,0,43,46,0,0,8,0,10,119,40,6.36,1.82,48.18,167.27,33.64,200.91,249.09
L10824,9/23/2018,2018-9,266,Full,-2,27.77777778,27.97685185,36.2582,-112.9208,169,RB,Lower Canyon,11.36,62,72.3196347,Fern Glen Rapid,0.2,0.38,OR,0.98,RoussisO,1,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,3,37,0,0,41,0,2,88,35.9,9.4,0,45.3,118.8,31.62,150.43,195.73
l11018,9/23/2018,2018-9,266,Full,51,27.77777778,27.97685185,36.0922,-113.9056,274,LB,Grand Canyon West,27.7,82,82.24489796,Gneiss Canyon Rapid,38.04,0.2,FT,0.98,PrivateBoater,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,22,0,0,2,0,0,31,47,122,0,169,20,30,50,219
L10825,9/24/2018,2018-9,267,Full,-2,27.5,27.97685185,36.1181,-113.2019,190,RB,Lower Canyon,14.32,112,72.3196347,Whitmore Rapid,2.13,0.64,OR,1.02,RoussisO,1.02,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,23,0,0,43,0,0,70,85.19,65.74,0,150.93,26.85,251.85,278.7,429.63
L10826,9/25/2018,2018-9,268,Full,12,26.38888889,27.97685185,35.814,-113.3297,222,RB,Lower Granite Gorge,4.33,74,78.12676056,Granite Spring Rapid,0.94,0.41,OR,1.15,RoussisO,1.17,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,89,50,0,0,59,0,0,204,4.69,12.5,0,17.19,5.47,20.31,25.78,42.97
L11214,9/26/2018,2018-9,269,Full,49,25.83333333,27.97685185,36.7624,-111.664,9,LB,Permian,8,106,109.1777778,Badger Creek Rapid,0.93,0.31,MP,1.15,PerkinsM,1.17,0,0,0,0,4,10,0,0,0,1,0,2,0,0,0,0,0,0,0,81,125,0,0,47,0,9,279,70.37,72.22,0,142.59,98.15,62.04,160.19,302.78
L11213,9/27/2018,2018-9,270,Full,45,25.27777778,27.97685185,36.5945,-111.7719,24,LB,Redwall,22.6,40,74.31730769,23.5-Mile Rapid,0.02,0.25,MP,1.07,PerkinsM,1.08,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,103,146,0,0,6,0,0,266,307.69,216.24,0,523.93,133.33,39.32,172.65,696.58
L11212,9/28/2018,2018-9,271,Full,42,26.38888889,27.97685185,36.4702,-111.8415,35,LB,Redwall,17.5,33,74.31730769,36-Mile Rapid,1.31,0.11,MP,1,PerkinsM,1,0,0,0,0,1,3,0,0,0,0,0,8,1,0,0,0,0,0,0,114,95,0,0,5,0,0,227,207.41,0.93,0,208.33,260.19,12.96,273.15,481.48
L11211,9/30/2018,2018-9,273,Waning,25,26.94444444,27.97685185,36.2952,-111.8578,54,RB,Lower Marble,1,104,92.56410256,Nankoweap Rapid,0.99,2.51,MP,1.12,PerkinsM,1,0,0,0,0,10,28,0,6,0,4,0,1,0,0,0,0,1,0,0,28,137,0,0,38,0,21,274,153,32,0,185,499,85,584,769
L11042,10/3/2018,2018-10,276,Waning,8,24.16666667,20.90930674,36.2351,-112.4622,120,LB,Aisles,2.8,46,82.5,Blacktail Rapid,0.57,0.9,MB,1.5,BestardM,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,4,25,0,0,0,0,2,34,0,0,0,0,6.8,0.97,7.77,7.77
L11210,10/4/2018,2018-10,277,Waning,51,22.5,20.90930674,36.0979,-112.181,94,LB,Upper Granite Gorge,1.7,73,58.93838863,Granite Rapid,0.08,0.54,MP,1.27,PerkinsM,1,0,0,0,0,7,10,0,1,0,2,0,1,0,0,0,0,0,0,0,164,265,0,0,15,0,4,469,199,26,0,225,216,17,233,458
l11019,10/6/2018,2018-10,279,New,41,20,20.90930674,35.8484,-113.6139,243,RB,Grand Canyon West,3.3,82,82.24489796,Gneiss Canyon Rapid,7.04,0.06,FT,0.62,PrivateBoater,1.13,0,0,0,0,4,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,1,11,1.77,0.88,0,2.65,4.42,0.88,5.31,7.96
L11043,10/7/2018,2018-10,280,New,18,16.11111111,20.90930674,36.2361,-112.9607,172,RB,Lower Canyon,14.3,133,72.3196347,Gateway Rapid,0.23,0.56,MB,1.5,BestardM,1.03,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,7,0,0,0,0,0,13,1,0,0,1,16,2,18,19
L05054,10/31/2018,2018-10,304,Waning,18,14.44444444,20.90930674,35.7566,-113.447,231,LB,Grand Canyon West,4.74,82,82.24489796,231-Mile Rapid,0.29,0.1,GCY,1.17,PrescottGCS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,35,43.52,9.26,0,52.78,44.44,62.96,107.41,160.19
L09493,4/2/2019,2019-4,92,New,8,16.94444444,20.74494949,36.4346,-111.8528,38,LB,Lower Marble,14.5,97,92.56410256,36-Mile Rapid,1.69,0.21,LAA,0.93,GCC,1.03,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,0,5,25,0,0,12,0,0,49,2,1,0,3,0,0,0,3
L10081,4/2/2019,2019-4,92,New,1,16.94444444,20.74494949,36.8778,-111.5165,-9,LB,Glen Canyon,9.9,117,117,Paria Riffle,9.93,1.51,GCY,0.98,GCY,1.03,0,0,6,0,1,0,0,4,0,42,0,0,0,0,0,0,0,0,0,0,14,0,0,1,0,120,188,191,16,0,207,10,1,11,218
L11391,4/2/2019,2019-4,92,New,40,16.94444444,20.74494949,36.8649,-111.5879,0,RB,Permian,0.9,117,109.1777778,Paria Riffle,0.93,1.26,MO,0.67,OliverM,1.1,0,0,1,0,0,1,0,0,0,2,0,12,0,0,0,0,0,0,0,9,49,0,0,28,0,5,107,35.24,5.71,0,40.95,0,6.67,6.67,47.62
L10082,4/3/2019,2019-4,93,New,2,19.44444444,20.74494949,36.8778,-111.5165,-9,RB,Glen Canyon,9.9,117,117,Paria Riffle,9.93,1.51,GCY,0.95,GCY,1.1,0,0,5,0,1,2,0,3,0,16,0,1,0,0,0,0,0,0,0,2,45,0,0,49,0,61,185,334.75,16.1,0,350.85,34.75,80.51,115.25,466.1
L10466,4/3/2019,2019-4,93,New,23,19.44444444,20.74494949,36.3869,-111.8501,44,LB,Lower Marble,8,129,92.56410256,President Harding,0.52,0.84,LAA,1.15,GCC,1.33,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,33,54,0,0,25,0,0,125,2188.89,5150,1.85,7340.74,37.04,16.67,53.7,7394.44
L11399,4/3/2019,2019-4,93,New,10,19.44444444,20.74494949,36.8008,-111.6437,6,RB,Permian,5,75,109.1777778,Six Mile Riffle,0.06,0.36,MO,1.08,OliverM,1,0,0,0,0,0,5,0,1,0,4,0,10,0,0,0,0,0,0,0,8,57,0,0,34,0,18,137,3.88,2.91,0,6.8,3.88,0,3.88,10.68
L10465,4/4/2019,2019-4,94,New,42,18.05555556,20.74494949,36.2615,-111.8256,57,RB,Lower Marble,4.1,73,92.56410256,Kwagunt Rapid,0.27,1.68,LAA,1.2,GCC,1.17,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,20,0,0,12,0,0,41,437.04,375.93,0,812.96,8.33,5.56,13.89,826.85
L11403,4/4/2019,2019-4,94,New,23,18.05555556,20.74494949,36.482,-111.847,34,LB,Redwall,18.4,78,74.31730769,36-Mile Rapid,2.21,0.28,MO,0.98,OliverM,1.02,0,0,0,0,0,0,0,0,0,0,0,25,6,0,0,0,0,0,0,27,71,0,0,6,0,0,135,86.41,0.97,0,87.38,21.36,20.39,41.75,129.13
L11394,4/5/2019,2019-4,95,New,25,18.88888889,20.74494949,36.2025,-111.8004,61,RB,Lower Marble,0.7,63,92.56410256,60-Mile Rapid,1,0.37,MO,1.32,OliverM,0.98,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,4,37,0,0,5,0,0,52,1.9,0,0,1.9,0,0.95,0.95,2.86
L10095,4/6/2019,2019-4,96,New,11,20.83333333,20.74494949,36.5019,-111.8575,32,RB,Redwall,20.6,95,74.31730769,29-Mile Rapid,2.52,0.18,KC,1.08,ChapmanK,1.15,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,27,0,0,57,0,0,92,276.47,15.29,0,291.76,2.35,0,2.35,294.12
L11393,4/6/2019,2019-4,96,New,38,20.83333333,20.74494949,36.0995,-112.1103,89,RB,Upper Granite Gorge,0,66,58.93838863,Pipe Springs Rapid,0.05,0.41,MO,1.02,OliverM,1.2,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,21,0,0,4,0,2,31,0,0,0,0,0,0,0,0
L11127,4/7/2019,2019-4,97,New,40,19.72222222,20.74494949,35.7565,-113.4463,231,LB,Grand Canyon West,4.7,82,82.24489796,231-Mile Rapid,0.33,0.1,GCY,1.3,GCY,1.02,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,80,46,0,0,0,0,0,135,0,0,0,0,0,0,0,0
L11119,4/8/2019,2019-4,98,New,43,21.38888889,20.74494949,36.2443,-112.5125,123,RB,Aisles,5.8,107,82.5,Forster Rapid,0.32,0.54,LAA,0.88,GCC,1.08,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,2,0,0,10,0,0,17,25,737,0,762,1,22,23,785
L11392,4/8/2019,2019-4,98,New,15,21.38888889,20.74494949,36.283,-112.5039,127,RB,Middle Granite Gorge,5.4,57,67.1037037,Randys Rock Rapid,0.07,0.25,MO,1.03,OliverM,1.05,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,3,14,0,0,47,0,0,69,1.67,1.67,0,3.33,0.83,0,0.83,4.17
L02962,4/9/2019,2019-4,99,Waxing,14,22.22222222,20.74494949,36.4268,-111.871,39,RB,Lower Marble,13.2,88,92.56410256,36-Mile Rapid,2.99,0.2,KC,0.95,ChapmanK,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,3,24.74,36.08,1.03,61.86,0,22.68,22.68,84.54
L11404,4/9/2019,2019-4,99,Waxing,14,22.22222222,20.74494949,36.2801,-112.8735,165,RB,Lower Canyon,7.7,22,72.3196347,164-Mile Rapid,0.05,0.12,MO,1.05,OliverM,1.03,0,0,1,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,9,29,0,0,32,0,1,76,102.15,64.52,0,166.67,6.45,66.67,73.12,239.78
L02963,4/10/2019,2019-4,100,Waxing,18,17.22222222,20.74494949,36.3927,-111.8482,44,LB,Lower Marble,8.5,45,92.56410256,President Harding,0.02,0.84,KC,1.32,ChapmanK,1.1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,13,253,20,0,273,1,29,30,303
L11402,4/10/2019,2019-4,100,Waxing,19,17.22222222,20.74494949,36.1704,-113.1651,186,RB,Lower Canyon,19.2,100,72.3196347,185-Mile Rapid,0.13,0.89,MO,1.25,OliverM,1.03,0,0,1,0,1,0,0,11,0,4,0,1,0,0,0,0,0,0,0,12,66,0,0,2,0,51,149,6.86,0,0,6.86,1.96,0,1.96,8.82
L06919,4/11/2019,2019-4,101,Waxing,0,13.88888889,20.74494949,36.8649,-111.5879,0,RB,Permian,0.9,117,109.1777778,Paria Riffle,0.93,1.26,OR,1.05,RoussisO,1,0,0,0,0,3,0,0,3,0,3,0,27,0,0,0,0,0,0,1,5,41,0,0,4,0,0,87,452.78,10.19,0,462.96,0,0,0,462.96
L02960,4/11/2019,2019-4,101,Waxing,11,13.88888889,20.74494949,36.3677,-111.8882,48,RB,Lower Marble,5,57,92.56410256,President Harding,3.52,2.52,KC,1.5,ChapmanK,1.17,0,0,0,0,0,2,0,2,0,3,0,16,0,0,0,0,0,0,0,21,85,0,0,21,0,2,152,32.41,1.85,0,34.26,30.56,14.81,45.37,79.63
L11395,4/11/2019,2019-4,101,Waxing,28,13.88888889,20.74494949,35.9689,-113.3174,209,LB,Lower Canyon,4.4,93,72.3196347,209-Mile Rapid,0.05,0.82,MO,1.05,OliverM,1.05,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,54,87,0,0,1,0,76,228,88.18,4.55,0.91,93.64,3.64,12.73,16.36,110
L11442,4/11/2019,2019-4,101,Waxing,21,13.88888889,20.74494949,35.7676,-113.3721,226,LB,Lower Granite Gorge,0.1,87,78.12676056,Diamond Creek Rapid,0.15,0.55,GCY,1.1,GCY,1,0,0,15,0,0,5,0,3,0,5,0,10,0,0,0,0,0,0,0,89,30,0,0,17,0,57,231,107.63,0,0,107.63,1.69,8.47,10.17,117.8
L06920,4/12/2019,2019-4,102,Waxing,0,14.16666667,20.74494949,36.7402,-111.6935,11,RB,Permian,10.39,83,109.1777778,Soap Creek Rapid,0.08,0.31,OR,1.23,RoussisO,1.22,0,0,2,0,0,0,0,2,0,10,0,17,0,0,0,0,0,0,4,3,33,0,0,3,0,23,97,28,7,0,35,13,38,51,86
L10690,4/12/2019,2019-4,102,Waxing,18,14.16666667,20.74494949,36.3384,-111.8615,50,RB,Lower Marble,2.4,67,92.56410256,Nankoweap Rapid,2.41,2.09,KC,1.27,ChapmanK,1.17,0,0,1,0,0,0,0,4,0,21,0,1,0,0,0,0,0,0,0,8,85,0,0,30,0,57,207,328.8,60,1.6,390.4,0,12.8,12.8,403.2
L11123,4/12/2019,2019-4,102,Waxing,20,14.16666667,20.74494949,35.9701,-113.3181,209,LB,Lower Canyon,4.3,50,72.3196347,209-Mile Rapid,0.15,0.82,LAA,1.5,GCC,1.42,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,1,0,1,12,886.67,579.05,0,1465.71,117.14,26.67,143.81,1609.52
L11130,4/12/2019,2019-4,102,Waxing,26,14.16666667,20.74494949,36.8985,-111.5239,-11,LB,Glen Canyon,12.2,117,117,Paria Riffle,12.23,0.49,GCY,0.87,GCY,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7,0,0,1,0,0,10,30,0,1,31,0,0,0,31
L11131,4/13/2019,2019-4,103,Waxing,2,15,20.74494949,36.8745,-111.5653,-6,RB,Glen Canyon,7,117,117,Paria Riffle,7.03,0.9,GCY,1.33,GCY,1,0,0,0,0,0,1,0,1,0,5,0,6,0,0,0,0,0,0,0,3,30,0,0,3,0,19,68,87.38,2.91,0,90.29,15.53,13.59,29.13,119.42
